//++++++++++++++++++++++++++++++++++++++++++++
// XANTHIUM 1.2 Timecyc.dat
// Config Modifications - XAct'z Lynx
//++++++++++++++++++++++++++++++++++++++++++++
// Generated using In-game Timecyc Editor 1.8 written by fastman92
// Visit fastman92-site.tk

//////////// EXTRASUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
26 26 26	175 176 181	255 255 255	224 224 255	246 255 244	0 0 0	0 0 0	3.4 0.9 0.4 128 100 0 1000 360 0.9	100 34 25	38 46 51	62 72 77 240	30 0 7 51	20 51 51 51	80 80 0 0
//7AM
0 0 0	179 153 153	255 255 255	132 140 163	185 194 207	0 0 0	0 0 0	2.5 2 0.4 128 80 20 1000 65514 0.8	66 135 176	84 92 95	107 117 122 250	50 0 13 52	50 53 53 53	255 40 0 0
//Midday
0 0 0	23 23 23	255 255 255	177 177 177	115 115 115	0 0 0	0 0 0	1 1.5 0.4 128 0 120 1000 65514 0.7	120 100 100	121 142 153	141 141 140 240	75 0 9 51	75 51 51 51	250 80 0 0
//7PM
63 63 63	233 233 233	255 255 255	143 167 192	145 165 192	0 0 0	0 0 0	3.5 1 0.5 128 50 0 1000 65514 0.9	120 40 40	83 107 128	116 135 144 240	10 0 12 52	15 52 52 52	200 80 0 0
//8PM
61 61 61	206 206 206	255 255 255	102 128 152	121 142 163	0 0 0	0 0 0	2 1 1 128 80 0 1000 65514 1	91 30 30	40 44 48	132 176 189 240	20 0 8 55	20 50 50 50	150 0 0 0
//10PM
42 42 42	217 229 255	255 255 255	0 4 15	26 25 28	0 0 0	0 0 0	1 0.5 0.8 128 80 0 1000 111 1	70 27 10	44 47 48	161 176 189 240	50 0 6 51	50 51 51 51	40 80 0 0
//
//////////// EXTRASUNNY_COUNTRYSIDE
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
24 24 24	255 255 255	255 255 255	21 22 27	26 29 33	255 135 6	255 0 0	1 1 0.6 192 100 0 1600 400 1.2	0 0 0	22 25 28	39 39 57 240	127 0 8 52	127 52 52 52	180 80 0 0
//5AM
22 22 22	191 191 191	255 255 255	10 13 26	11 12 16	255 0 0	248 255 155	0 0.8 0.7 192 100 0 1600 400 1.5	0 0 0	27 26 25	53 62 68 240	15 0 8 51	15 51 51 51	250 80 0 0
//6AM
29 34 38	229 229 229	255 255 255	39 91 109	107 188 102	255 226 76	83 78 58	6 0.6 0.6 255 100 0 1600 400 1.4	100 34 25	116 76 57	204 129 101 240	50 55 45 77	50 38 38 38	255 60 0 0
//7AM
0 0 0	168 168 168	255 255 255	133 160 204	164 188 105	255 0 0	81 80 80	3 1 0.5 255 50 75 1600 400 0.3	120 40 40	204 241 255	115 140 180 240	40 103 79 66	40 93 99 103	225 80 0 1
//Midday
0 0 0	72 72 72	255 255 255	37 96 151	40 118 183	255 255 0	27 27 27	1.5 1 0.5 255 0 0 1600 40 1.6	255 255 255	255 255 255	76 139 154 240	75 128 75 75	75 101 123 128	255 128 0 1
//7PM
79 79 79	102 102 102	255 255 255	43 84 218	82 138 167	255 150 13	179 179 179	3.5 1 0.6 255 50 75 1600 40 0.3	203 67 67	211 242 255	107 167 180 240	35 129 64 64	35 90 128 128	225 80 0 1
//8PM
0 0 0	173 173 173	255 255 255	40 69 115	117 124 130	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	82 99 116	160 176 180 240	20 65 49 32	20 29 41 53	255 45 0 0
//10PM
65 65 65	191 191 191	255 255 255	18 26 40	77 71 98	255 135 6	5 0 0	1 0.4 0.4 192 100 0 1800 40 0.8	0 0 0	79 70 66	63 68 71 240	52 33 38 67	52 40 40 40	120 80 0 0
//
//////////// SUNNY_COUNTRYSIDE
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
26 26 26	178 178 178	255 255 255	5 19 25	12 16 19	255 135 6	255 0 0	1 1 0.6 192 100 0 1600 400 1.2	0 0 0	22 25 28	38 38 55 240	127 0 8 53	127 53 53 53	180 80 0 0
//5AM
63 63 63	180 180 180	255 255 255	3 11 14	7 12 14	255 0 0	255 68 0	0 0.8 0.7 192 100 0 1600 400 1.5	0 0 0	27 26 25	53 62 68 240	15 0 8 51	15 53 53 53	250 80 0 0
//6AM
102 102 102	255 255 255	255 255 255	50 101 162	121 114 61	255 169 101	165 165 100	6 0.6 0.6 255 100 0 1600 400 1.4	0 0 0	116 76 57	204 129 101 240	50 52 52 75	50 38 38 38	255 60 0 0
//7AM
4 4 4	191 191 191	255 255 255	64 98 128	131 152 85	201 255 127	170 156 86	3 1 0.5 255 50 75 1600 400 0.3	0 0 0	204 241 255	138 154 154 240	40 103 59 36	40 71 91 103	225 80 0 1
//Midday
0 0 0	95 95 95	255 255 255	29 82 180	51 113 169	255 255 0	178 178 178	1.5 1 0.5 255 0 0 1600 40 1.6	0 0 0	255 255 255	67 157 170 240	75 128 62 62	75 91 122 128	255 128 0 1
//7PM
35 35 35	255 255 255	255 255 255	69 70 193	92 191 255	255 150 13	179 179 179	3.5 1 0.6 255 50 75 1900 700 1.7	0 0 0	211 242 255	160 176 180 240	35 129 70 70	35 98 128 128	225 80 3 1
//8PM
52 52 52	189 189 189	255 255 255	40 135 155	155 125 58	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	0 0 0	116 73 51	180 171 154 240	20 53 44 26	20 53 31 21	255 45 0 0
//10PM
65 65 65	191 191 191	255 255 255	24 35 40	38 35 24	255 135 6	5 0 0	1 0.4 0.4 192 100 0 1800 40 0.8	0 0 0	79 70 66	71 46 53 240	52 46 50 67	52 40 40 40	120 80 0 0
//
//////////// CLOUDY_COUNTRYSIDE
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
20 20 20	143 143 143	255 255 255	48 48 48	33 33 33	0 0 0	255 251 250	1 0.8 0.6 128 100 0 1000 80 1.5	30 20 0	6 16 21	59 68 77 240	32 0 8 51	32 51 51 51	30 80 0 0
//5AM
78 78 78	153 153 153	255 255 255	2 6 11	3 7 12	0 0 0	0 0 0	0 1 0.6 128 100 0 1000 65514 1.3	70 27 10	45 48 51	59 68 77 240	50 0 9 51	50 51 51 51	20 80 0 0
//6AM
81 81 81	133 136 150	255 255 255	26 37 53	36 39 40	0 0 0	0 0 0	3.4 0.9 0.4 128 100 0 1000 360 0.9	100 34 25	38 46 51	62 72 77 240	30 0 9 51	20 53 53 53	80 80 0 0
//7AM
61 61 61	172 178 192	255 255 255	83 89 93	83 89 93	0 0 0	0 0 0	2.5 2 0.4 128 80 20 1000 65514 0.8	66 135 176	84 92 95	107 117 122 250	50 0 5 52	50 33 33 33	255 40 0 0
//Midday
63 63 63	192 192 192	255 255 255	108 121 128	129 141 153	0 0 0	0 0 0	1 1.5 0.4 128 0 120 1000 65514 0.7	120 100 100	104 124 128	141 141 140 240	75 31 38 79	75 79 79 79	250 80 0 0
//7PM
63 63 63	173 177 193	255 255 255	99 109 117	102 113 123	0 0 0	0 0 0	3.5 1 0.5 128 50 0 1000 65514 0.9	120 40 40	83 107 128	116 135 144 240	10 0 7 53	15 76 76 76	200 80 0 0
//8PM
40 40 40	193 205 229	255 255 255	64 69 77	65 67 69	0 0 0	0 0 0	2 1 1 128 80 0 1000 65514 1	91 30 30	40 44 48	132 176 189 240	20 0 7 51	20 28 28 28	150 0 0 0
//10PM
78 78 78	137 140 153	255 255 255	6 9 14	7 9 13	0 0 0	0 0 0	1 0.5 0.8 128 80 0 1000 111 1	70 27 10	44 47 48	161 176 189 240	50 0 8 51	50 53 53 53	40 80 0 0
//
//////////// RAINY_COUNTRYSIDE
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
77 77 77	119 129 153	255 255 255	16 22 28	19 24 30	0 0 0	0 0 0	1 0.8 0.6 128 100 0 1000 80 1.5	30 20 0	6 16 21	30 37 77 240	32 35 35 35	32 0 14 56	30 80 0 0
//5AM
78 78 78	138 143 155	255 255 255	23 29 35	17 22 28	0 0 0	0 0 0	0 1 0.6 128 100 0 1000 65514 1.3	70 27 10	45 48 51	59 68 77 240	50 28 28 28	50 0 11 58	20 80 0 0
//6AM
81 81 81	128 143 165	255 255 255	33 36 39	30 23 17	0 0 0	0 0 0	3.4 0.9 0.4 128 100 0 1000 360 0.9	100 34 25	38 46 51	62 72 77 240	30 35 35 35	20 0 11 47	80 80 0 0
//7AM
61 61 61	143 157 189	255 255 255	60 69 77	72 76 77	0 0 0	0 0 0	2.5 2 0.4 128 80 20 1000 65514 0.8	66 135 176	84 92 95	136 148 155 250	50 35 35 35	50 0 9 45	255 40 0 0
//Midday
63 63 63	144 159 192	255 255 255	98 109 117	101 118 128	0 0 0	0 0 0	1 1.5 0.4 128 0 120 1000 65514 0.7	120 100 100	104 124 128	141 141 140 240	75 51 51 51	75 10 19 51	250 80 0 0
//7PM
64 64 64	155 168 195	255 255 255	19 31 38	35 52 45	0 0 0	0 0 0	3.5 1 0.5 128 50 0 1000 65514 0.9	120 40 40	83 107 128	165 192 205 240	10 0 0 0	15 0 10 50	200 80 0 0
//8PM
56 56 56	125 137 168	255 255 255	19 24 25	43 49 52	0 0 0	0 0 0	2 1 1 128 80 0 1000 65514 1	91 30 30	40 44 48	142 190 204 240	20 28 28 28	20 0 16 65	150 0 0 0
//10PM
78 78 78	121 130 153	255 255 255	10 12 14	13 12 12	0 0 0	0 0 0	1 0.5 0.8 128 80 0 1000 111 1	70 27 10	44 47 48	161 176 189 240	50 42 42 42	50 0 17 57	40 80 0 0
//
//////////// EXTRASUNNY_DESERT
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
7 7 7	180 180 180	255 255 255	5 16 27	4 15 27	255 135 6	255 0 0	1 1 0.6 192 100 0 1600 400 1.2	0 0 0	22 25 28	36 36 52 240	127 0 8 52	127 51 51 51	180 80 0 0
//5AM
63 63 63	178 178 178	255 255 255	3 11 20	20 10 26	255 0 0	173 123 65	0 0.8 0.7 192 100 0 1600 400 1.5	0 0 0	27 26 25	53 62 68 240	15 0 8 51	15 53 53 53	250 80 0 0
//6AM
20 20 20	255 255 255	255 255 255	60 102 109	123 134 85	255 0 0	115 117 62	4 0.6 0.6 255 100 0 1600 400 1.4	100 34 25	116 73 51	204 136 111 240	50 66 39 25	50 51 51 51	255 60 0 0
//7AM
0 0 0	255 255 255	255 255 255	56 89 121	99 103 77	255 0 0	193 183 105	3 1 0.5 255 50 75 1600 400 0.3	0 0 0	255 177 138	138 154 154 240	40 128 128 128	40 128 105 88	225 80 0 1
//Midday
0 0 0	255 255 255	255 255 255	22 80 94	96 133 139	255 130 0	41 45 44	3 1 0.5 255 0 0 1600 40 1.6	0 0 0	255 255 255	71 204 204 240	75 179 179 179	75 128 128 128	255 128 0 1
//7PM
0 0 0	7 7 7	255 255 255	49 122 178	80 154 255	255 150 13	179 179 179	4.4 1 0.6 255 50 75 1600 40 0.3	0 0 0	154 124 107	152 175 180 240	35 128 128 128	35 131 92 78	225 80 0 1
//8PM
65 51 44	154 154 154	255 255 255	204 145 101	204 89 50	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	120 40 40	74 51 36	180 144 125 240	20 77 40 23	20 77 41 23	255 45 0 0
//10PM
51 32 20	231 214 205	255 255 255	52 26 12	52 26 12	255 135 6	5 0 0	1 0.4 0.4 192 100 0 1800 40 0.8	0 0 0	63 38 25	71 46 53 240	52 77 45 30	52 65 56 48	120 80 0 0
//
//////////// SUNNY_DESERT
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
65 65 65	180 180 180	255 255 255	5 16 27	4 15 27	255 135 6	255 0 0	1 1 0.6 192 100 0 1600 400 1.2	0 0 0	22 25 28	36 36 52 240	127 0 8 52	127 51 51 51	180 80 0 0
//5AM
63 63 63	178 178 178	255 255 255	3 11 20	20 10 26	255 0 0	255 68 0	0 0.8 0.7 192 100 0 1600 400 1.5	0 0 0	27 26 25	53 62 68 240	15 0 8 51	15 53 53 53	250 80 0 0
//6AM
20 20 20	255 255 255	255 255 255	60 102 109	123 134 85	255 0 0	115 117 62	4 0.6 0.6 255 100 0 1600 400 1.4	100 34 25	116 73 51	204 136 111 240	50 66 39 25	50 51 51 51	255 60 0 0
//7AM
0 0 0	255 255 255	255 255 255	56 89 121	99 103 77	255 0 0	193 183 105	3 1 0.5 255 50 75 1600 400 0.3	0 0 0	255 177 138	138 154 154 240	40 128 128 128	40 128 105 88	225 80 0 1
//Midday
0 0 0	255 255 255	255 255 255	22 80 94	96 133 139	255 130 0	169 183 180	3 1 0.5 255 0 0 1600 40 1.6	0 0 0	255 255 255	71 204 204 240	75 179 179 179	75 128 128 128	255 128 0 1
//7PM
0 0 0	7 7 7	255 255 255	49 122 178	80 154 255	255 150 13	179 179 179	4.4 1 0.6 255 50 75 1600 40 0.3	0 0 0	154 124 107	152 175 180 240	35 128 128 128	35 131 92 78	225 80 0 1
//8PM
65 51 44	154 154 154	255 255 255	204 145 101	204 89 50	255 150 13	179 179 179	1.5 1 0.3 220 50 75 1600 40 0.5	120 40 40	74 51 36	180 144 125 240	20 77 40 23	20 77 41 23	255 45 0 0
//10PM
51 32 20	231 214 205	255 255 255	52 26 12	52 26 12	255 135 6	5 0 0	1 0.4 0.4 192 100 0 1800 40 0.8	0 0 0	63 38 25	71 46 53 240	52 77 45 30	52 65 56 48	120 80 0 0
//
//////////// SANDSTORM_DESERT
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
22 22 22	148 145 180	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	1 1 0.5 200 100 0 70 5 1	30 20 0	36 66 96	77 77 77 240	127 79 79 79	127 53 53 53	155 0 0 0
//5AM
42 42 42	143 165 179	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	0 1 0.6 200 100 0 280 5 1	70 27 10	0 0 0	77 77 77 240	40 51 51 51	40 53 52 52	155 80 0 0
//6AM
52 52 52	160 170 191	255 255 255	87 79 69	111 103 88	0 0 0	0 0 0	3.4 0.9 0.4 200 100 0 280 5 0.9	100 34 25	108 143 170	77 77 77 240	20 51 51 51	20 90 75 59	70 0 0 0
//7AM
16 16 16	161 164 180	255 255 255	85 77 69	108 97 84	0 0 0	0 0 0	2.5 0.7 0.4 80 80 0 280 5 0.8	120 40 40	108 143 170	122 122 122 240	20 33 33 33	20 90 70 52	155 10 0 0
//Midday
51 51 51	144 153 179	255 255 255	101 91 80	124 111 98	0 0 0	0 0 0	2 0.5 0.1 0 0 60 280 5 0.7	120 100 100	102 124 142	141 141 140 240	10 81 81 81	20 78 52 38	155 122 0 0
//7PM
55 55 55	147 152 177	255 255 255	127 115 101	142 127 113	0 0 0	0 0 0	3.5 1 0.5 80 50 0 280 5 0.9	120 40 40	158 143 86	144 144 144 240	25 81 81 81	20 76 60 37	80 80 0 0
//8PM
0 0 0	166 178 205	255 255 255	102 91 80	78 69 61	0 0 0	0 0 0	2 1 1 80 80 0 280 5 1	120 40 40	78 92 99	189 189 189 240	20 66 66 66	20 70 52 34	155 10 0 0
//10PM
35 35 35	183 185 205	255 255 255	51 48 45	52 49 46	0 0 0	0 0 0	1 1 1 200 100 0 70 5 1	70 27 10	0 0 0	189 189 189 240	12 71 71 71	2 60 56 52	155 0 0 0
//
//////////// UNDERWATER
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
28 28 28	122 157 178	255 255 255	17 25 22	18 30 27	0 0 0	0 0 0	1 1 1 200 100 0 200 5 1	0 0 0	49 83 140	59 68 77 192	127 104 136 83	127 24 76 16	255 0 0 0
//5AM
28 28 28	87 112 128	255 255 255	10 10 10	20 20 20	0 0 0	0 0 0	0 1 1 200 100 0 200 5 1	0 0 0	49 83 140	59 68 77 192	127 94 141 95	127 0 70 20	255 0 0 0
//6AM
43 43 43	87 112 128	255 255 255	17 17 17	12 15 12	0 0 0	0 0 0	3.4 0.9 0.9 200 100 0 200 5 0.9	0 0 0	49 83 140	62 72 77 192	127 124 174 110	127 0 64 20	255 0 100 0
//7AM
0 0 0	105 134 153	255 255 255	24 40 39	27 50 45	0 0 0	0 0 0	2.5 0.7 0.8 80 80 0 200 5 0.8	0 0 0	49 83 140	107 117 122 192	127 38 76 38	127 0 102 68	255 0 0 0
//Midday
0 0 0	65 96 129	255 255 255	35 51 49	33 52 48	0 0 0	0 0 0	1 0.5 0.7 80 50 120 200 5 0.7	0 0 0	49 83 140	141 141 140 255	127 124 143 109	127 0 51 24	255 0 0 0
//7PM
51 51 51	81 120 168	255 255 255	32 50 51	34 52 50	0 0 0	0 0 0	3.5 1 1 80 50 0 200 5 0.9	0 0 0	49 83 140	116 135 144 192	127 124 139 85	127 10 46 22	255 0 0 0
//8PM
91 91 91	78 104 130	255 255 255	22 40 39	29 52 50	0 0 0	0 0 0	2 1 1 80 80 0 200 5 1	0 0 0	49 83 140	132 176 189 192	127 63 124 99	127 0 87 20	255 0 0 0
//10PM
63 63 63	134 159 179	255 255 255	29 40 38	16 27 26	0 0 0	0 0 0	1 1 1 200 100 0 200 5 1	0 0 0	49 83 140	161 176 189 192	127 124 124 91	127 0 85 20	255 0 0 0
//
//////////// EXTRACOLOURS_1
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
63 63 63	91 91 91	255 255 255	0 3 7	7 8 9	255 255 0	5 0 0	1 0.4 0.5 200 100 0 10000 100 1	0 0 0	0 0 0	85 85 65 192	127 0 0 0	127 0 0 0	255 0 0 0
//5AM
66 66 66	102 103 103	255 255 255	1 1 1	5 5 5	255 255 0	5 0 0	1 0.4 0.5 200 100 0 10000 100 1	0 0 0	13 17 27	65 85 65 147	127 0 0 0	127 0 0 0	255 0 0 0
//6AM
63 63 63	50 50 50	255 255 255	54 98 107	91 31 18	255 255 0	5 0 0	1 0.6 0.5 200 100 0 10000 100 1	30 20 0	102 122 170	85 85 65 192	127 0 0 0	127 0 0 0	255 0 0 0
//7AM
65 65 65	180 180 180	255 255 255	57 119 255	107 250 255	255 255 0	5 0 0	1 1 0.5 200 100 0 10000 100 1	30 20 0	102 122 170	85 85 65 192	127 28 28 28	127 28 28 28	255 0 0 0
//Midday
65 65 65	79 79 79	255 255 255	48 115 255	64 184 255	255 255 0	255 255 0	1 1 0.7 200 100 0 10000 100 1	30 20 0	102 122 170	85 85 65 192	127 51 51 51	127 51 51 51	255 0 0 0
//7PM
63 63 63	79 79 79	255 255 255	76 140 255	73 177 255	255 255 0	5 0 0	1 1 0.7 200 100 0 10000 100 1	0 0 0	129 129 129	85 85 65 192	127 40 40 40	127 40 40 40	255 0 0 0
//8PM
66 66 66	65 65 65	255 255 255	67 49 126	66 57 31	255 255 0	5 0 0	1 1 1 200 100 0 10000 100 1	30 20 0	102 122 170	85 85 65 192	127 0 0 0	127 0 0 0	255 0 0 0
//10PM
63 63 63	104 104 104	255 255 255	6 8 12	0 0 0	255 255 0	5 0 0	1 0.4 0.5 200 100 0 10000 100 1	0 0 0	23 28 39	85 85 65 192	127 0 0 0	127 0 0 0	255 0 0 0
//
//////////// EXTRACOLOURS_2
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
63 63 63	91 91 91	255 255 255	0 3 7	7 8 9	255 255 0	5 0 0	1 0.4 0.5 200 100 0 10000 100 1	0 0 0	0 0 0	85 85 65 192	127 0 0 0	127 0 0 0	255 0 0 0
//5AM
66 66 66	102 103 103	255 255 255	1 1 1	5 5 5	255 255 0	5 0 0	1 0.4 0.5 200 100 0 10000 100 1	0 0 0	13 17 27	65 85 65 147	127 0 0 0	127 0 0 0	255 0 0 0
//6AM
63 63 63	50 50 50	255 255 255	54 98 107	91 31 18	255 255 0	5 0 0	1 0.6 0.5 200 100 0 10000 100 1	30 20 0	102 122 170	85 85 65 192	127 0 0 0	127 0 0 0	255 0 0 0
//7AM
65 65 65	180 180 180	255 255 255	57 119 255	107 250 255	255 255 0	5 0 0	1 1 0.5 200 100 0 10000 100 1	30 20 0	102 122 170	85 85 65 192	127 28 28 28	127 28 28 28	255 0 0 0
//Midday
65 65 65	79 79 79	255 255 255	48 115 255	64 184 255	255 255 0	255 255 0	1 1 0.7 200 100 0 10000 100 1	30 20 0	102 122 170	85 85 65 192	127 51 51 51	127 51 51 51	255 0 0 0
//7PM
63 63 63	79 79 79	255 255 255	76 140 255	73 177 255	255 255 0	5 0 0	1 1 0.7 200 100 0 10000 100 1	0 0 0	129 129 129	85 85 65 192	127 40 40 40	127 40 40 40	255 0 0 0
//8PM
66 66 66	65 65 65	255 255 255	67 49 126	66 57 31	255 255 0	5 0 0	1 1 1 200 100 0 10000 100 1	30 20 0	102 122 170	85 85 65 192	127 0 0 0	127 0 0 0	255 0 0 0
//10PM
63 63 63	104 104 104	255 255 255	6 8 12	0 0 0	255 255 0	5 0 0	1 0.4 0.5 200 100 0 10000 100 1	0 0 0	23 28 39	85 85 65 192	127 0 0 0	127 0 0 0	255 0 0 0
//
